1555	617	2506
2054	3302	2517
517	639	2521
517	639	2521
2149	187	2541
126	92	2549
1516	1278	2552
1922	4380	2556
1516	193	2556
1922	263	2557
1922	61	2559
2149	3916	2559
1116	3627	2565
2125	2856	2566
594	3396	2570
1922	5383	2571
1934	3821	2572
314	1629	2576
730	2032	2582
1614	2290	2584
1934	4900	2590
133	4306	2590
692	4158	2596
1788	205	2602
212	5404	2603
169	595	2604
439	1593	2607
439	1593	2607
477	4469	2612
1914	901	2612
826	983	2616
1467	4943	2620
492	1132	2620
2253	3021	2626
876	5294	2627
126	1263	2630
574	1185	2631
1426	4271	2633
1934	56	2633
1884	1302	2633
433	3714	2636
2289	1634	2637
1237	2575	2639
2079	2244	2644
1342	2858	2647
126	613	2657
117	3151	2657
1170	370	2662
95	5269	2666
1116	1069	2666
723	613	2666
761	3207	2668
1494	2102	2669
1497	4038	2672
761	630	2676
1595	5532	2678
1116	4838	2682
792	2524	2684
1196	2244	2685
1116	1696	2687
95	4393	2688
95	630	2689
231	1675	2693
439	3946	2693
890	4599	2713
1922	4871	2724
777	3329	2727
110	1470	2729
314	2858	2744
903	4621	2745
1713	2290	2748
890	1016	2748
433	2858	2749
752	4617	2775
94	2591	2782
1771	3603	2792
459	3797	2804
854	3304	2819
1526	1796	2829
117	4819	2839
854	491	2839
1262	2858	2860
1527	2634	2864
2253	5315	2893
1884	1623	2982
2236	1626	2983
1976	850	3066
517	5028	3135
1390	1392	3243
1595	1350	3366
133	5419	3383
1229	939	3386
2009	4343	3390
1884	3240	3393
2141	4770	3393
2239	4609	3399
27	671	3402
1934	4373	3410
1577	3483	3431
1057	2877	3434
1390	496	3436
1615	3146	3439
1057	1922	3441
1540	1458	3452
1320	870	3456
1614	3923	3467
1237	460	3472
1752	3462	3474
1614	5372	3475
826	2665	3486
314	4408	3490
1615	5474	3517
546	3664	3523
1614	1446	3525
395	3582	3547
1237	5036	3570
1595	2222	3582
1051	3881	3603
1320	2522	3628
1934	1692	3635
1995	4395	3641
133	3370	3648
1497	2216	3651
1954	451	3651
826	2262	3658
1246	1074	3658
1520	763	3660
492	4897	3668
433	4742	3672
1786	3640	3672
1223	4897	3679
1819	4542	3680
433	4742	3708
826	2523	3715
1237	460	3755
752	438	3779
1486	5515	3779
1486	5515	3779
1486	5515	3795
1614	2897	3812
40	4441	3817
854	1045	3845
752	3545	3859
94	3660	3869
1934	4331	3887
110	5079	3888
1934	1352	3888
701	2101	3917
1427	2262	3936
1211	147	3953
1211	5533	3953
1234	2127	3955
94	1814	3963
492	68	3970
1884	2234	3975
1975	3876	3977
94	823	3990
1975	4849	3994
1176	4123	4000
517	5419	4024
1527	5161	4026
289	739	4030
2022	901	4031
675	2271	4036
133	4306	4041
1819	267	4046
867	2493	4047
1176	630	4057
1788	0	4064
2009	2727	4065
1654	4785	4067
363	4203	4073
641	2787	4073
1819	3702	4075
517	411	4077
1334	4550	4077
1761	4402	4087
1819	4340	4087
1494	1537	4092
2108	5255	4093
692	5213	4093
692	1372	4094
205	4207	4094
692	2855	4095
33	5128	4098
692	3189	4099
1748	3575	4101
221	1649	4109
1701	2856	4113
758	1189	4116
2149	1626	4120
549	5078	4124
324	438	4134
206	2823	4138
705	4168	4138
1939	5293	4143
1344	4262	4146
2143	1326	4146
1914	1655	4149
630	1240	4154
940	911	4155
2209	4295	4156
1954	2011	4160
1767	100	4160
512	280	4164
2022	3313	4166
1376	1537	4185
867	2272	4186
1117	203	4195
1268	1328	4198
546	5078	4198
1376	983	4199
2252	3897	4202
1976	5005	4203
777	4151	4206
1376	3304	4216
110	5516	4218
1434	4506	4218
1788	3795	4222
101	4539	4222
1376	1579	4226
1217	2612	4229
473	2913	4232
363	2365	4244
1494	1013	4246
314	3361	4248
2289	4166	4249
94	4868	4252
765	2988	4252
780	1577	4269
1939	2984	4269
1788	864	4270
1494	1400	4272
1839	3224	4275
826	1846	4284
1497	1138	4287
158	3238	4295
1793	1714	4313
250	5168	4314
250	878	4315
2252	3303	4325
1595	1350	4328
32	2151	4345
2108	1796	4707
664	4846	4737
1237	2712	4744
1237	2712	4745
393	1800	4753
446	5454	4786
480	2678	4795
1043	1796	4801
9	4832	4827
1447	4251	4840
1268	1328	4865
1085	4247	4865
1071	1111	4885
2239	2492	4886
314	4408	4904
2216	410	4916
876	5294	4930
2224	4821	4951
2236	939	4966
1933	1749	4975
223	2383	4978
1942	44	4980
828	4205	5020
2070	2704	5023
1614	2428	5026
258	2917	5033
1911	4218	5035
459	3897	5036
664	2084	5036
862	465	5036
1036	56	5057
133	3280	5066
1601	2117	5068
1463	53	5069
1682	4947	5073
899	3447	5073
67	4283	5075
40	5197	5078
993	2411	5080
431	2213	5086
477	2282	5094
1766	4374	5101
1882	3800	5113
1901	3302	5118
1901	3410	5119
1901	3410	5119
1980	5154	5120
1494	2425	5121
2249	4770	5123
2220	3681	5131
1447	155	5136
33	3046	5141
2175	2609	5161
2175	2411	5162
2220	3146	5168
1034	1895	5173
2220	5216	5183
2216	3335	5193
2175	2281	5195
1051	5160	5195
384	2902	5206
828	2564	5219
1934	3304	5225
223	5501	5279
1976	2887	5280
1389	2381	5284
2022	370	5286
1767	1596	5297
876	5258	5300
1479	4713	5312
776	5511	5325
510	3140	5335
463	3441	5335
40	1851	5347
1176	5129	5347
1176	630	5348
262	4250	5360
1389	13	5367
876	4675	5367
1427	2262	5373
1901	2476	5387
463	4439	5392
1898	90	5400
1898	267	5403
1846	5014	5405
1962	272	5407
1898	553	5415
2216	2369	5418
1614	1747	5421
1614	1476	5424
32	1069	5428
2150	921	5430
1819	1460	5433
289	3478	5436
433	3714	5436
1703	2665	5440
220	3681	5446
448	727	5451
1939	1746	5454
145	4560	5463
1898	90	5463
1792	921	5464
126	5529	5466
1389	3002	5469
876	4083	5470
1447	1240	5470
1196	2677	5472
1884	2450	5472
1846	900	5474
792	91	5474
446	618	5481
174	1826	5483
1682	2271	5484
1682	3398	5486
251	1120	5486
324	3545	5487
1934	4059	5488
1914	4576	5493
1884	2996	5493
512	5501	5493
826	2757	5494
1497	1944	5495
876	4599	5496
212	4065	5498
1649	3714	5502
220	1494	5504
1447	1207	5509
298	1074	5511
117	1163	5513
1761	1876	5513
1342	4355	5513
1540	2309	5515
2061	4581	5515
1262	4028	5517
220	2940	5520
1234	459	5521
828	1943	5527
1497	2146	5528
2089	2312	5531
1034	4355	5535
1831	1513	5549
1262	3874	5554
752	4929	5555
2156	4083	5557
2175	3859	5557
1911	364	5558
1208	5408	5561
1268	1328	5563
1486	694	5567
909	1076	5570
2070	2191	5572
651	3569	5577
1366	5234	5580
1268	3893	5586
1854	2609	5592
1169	1414	5598
792	207	5600
1898	1819	5604
2089	1714	5608
1338	1694	5614
1780	5547	5615
1479	2363	5620
1884	3203	5622
206	2134	5624
2205	2787	5635
1722	342	5639
212	442	5640
20	3996	5647
258	1090	5678
2083	2887	5698
294	2834	5717
206	529	5751
32	4838	5755
1540	2242	5758
2276	4040	5774
1780	3302	5783
1922	2111	5987
1237	2712	6150
1898	1819	6211
2070	1116	6239
2125	828	6243
463	4946	6286
2295	660	6292
1268	1328	6301
1742	34	6317
1323	4039	6320
2070	1143	6374
2070	1143	6374
792	1640	6384
305	2281	6385
2175	2281	6388
2070	4306	6394
1034	3226	6401
1034	3822	6428
291	4972	6443
1798	4882	6453
145	493	6463
1942	5507	6466
1942	44	6468
1595	1325	6490
1526	1013	6492
463	2065	6504
1036	2129	6508
1601	1330	6521
40	3569	6530
1497	5454	6531
828	3779	6531
1494	1227	6532
2081	660	6542
2175	568	6544
1176	3559	6545
1497	5159	6545
1427	995	6546
463	4946	6549
225	4767	6557
1313	2323	6559
1268	2633	6565
2081	867	6568
2295	4292	6570
117	5343	6667
1121	775	6670
1722	3201	6676
54	4560	6690
384	2902	6695
1720	623	6698
262	4250	6710
517	639	6734
876	4356	6764
1479	2533	6784
595	3392	6785
594	2034	6831
1827	1537	6832
1914	4765	6840
1543	4079	6841
223	1240	6851
1516	2570	6869
1313	1332	6875
2081	4725	6875
1798	484	6881
439	3946	6886
1767	867	6891
1516	4364	6891
876	711	6893
876	4674	6900
1034	2309	6901
1427	4846	6905
1884	3714	6907
94	3165	6908
145	5366	6908
595	3864	6909
1933	1622	6909
574	3124	6912
464	293	6919
1486	1537	6923
1595	879	6924
1497	1944	6925
1486	3835	6931
1169	2414	6932
1577	5511	6934
993	4779	6936
630	2303	6940
487	5513	6944
701	4770	6954
1976	1321	6956
1176	2541	6960
828	172	6972
1434	3302	6979
32	1330	6984
563	607	6986
780	4900	6988
314	5511	6989
1034	554	6989
126	2191	6989
95	2541	6991
1100	251	7001
94	2484	7005
2292	3205	7006
324	3205	7007
1445	3332	7013
265	263	7015
1701	5492	7032
448	2570	7042
1136	1885	7053
95	5269	7054
1854	3078	7054
1595	1992	7076
464	4986	7079
1798	4416	7092
32	3224	7093
1922	3564	7095
1922	3732	7096
1922	1141	7098
664	4846	7103
848	4214	7139
2236	5046	7157
792	5056	7158
1901	1908	7193
1217	2612	7208
1325	1186	7219
1051	487	7222
1595	1350	7233
1390	4929	7246
1884	3006	7263
480	2678	7667
692	4449	7686
719	1796	7686
1505	1859	7706
1447	4251	7715
1901	3302	7734
2239	1749	7751
2239	2492	7767
1831	4451	7795
1819	4322	7807
2070	759	7818
393	3182	7827
848	3724	7830
1325	1023	7836
2070	1143	7842
2070	4322	7843
590	2995	7846
1922	930	7864
1831	2887	7878
1345	938	7898
2070	724	7899
1884	1446	7903
2292	5455	7919
298	5455	7920
1211	1586	7927
95	1916	7934
1780	1471	7946
1995	5323	7949
630	2427	7953
726	727	7955
258	1446	7956
1376	261	7959
1614	3543	7959
298	4083	7963
1921	397	7966
2209	108	7967
1954	1194	7972
1701	2880	7992
1831	1418	8005
765	1405	8023
314	4408	8028
1164	2177	8030
1071	2701	8031
1479	2311	8038
1980	5154	8042
848	3664	8042
692	1315	8044
428	4290	8047
1922	3732	8057
1390	3658	8059
134	178	8064
1068	3078	8066
1176	493	8088
40	4193	8098
298	3923	8110
1164	4298	8118
876	5294	8140
1939	983	8146
32	1548	8146
2079	5062	8155
1780	1004	8163
433	3060	8165
431	4408	8172
1544	4599	8175
1939	1166	8186
117	1537	8189
1901	4655	8194
223	5501	8203
1526	2913	8217
258	1749	8221
67	660	8226
393	267	8239
117	879	8242
209	5585	8254
463	4439	8262
117	4146	8265
1884	484	8267
1720	3516	8269
1846	3471	8284
1771	3947	8285
1100	3304	8287
1169	2155	8288
1831	469	8306
905	4545	8315
1720	1867	8319
1036	3032	8321
67	867	8328
1649	1060	8332
1234	1065	8337
1176	4288	8340
1479	1065	8346
67	4322	8349
876	5372	8349
133	4306	8350
1208	4560	8351
2216	5384	8355
876	2340	8359
221	2086	8361
2104	3492	8363
492	2684	8367
1055	1065	8368
95	4123	8370
909	4617	8377
692	2309	8378
1164	3223	8378
487	2363	8382
1196	1044	8385
492	4822	8385
1884	86	8391
848	1950	8391
1819	77	8393
1313	5511	8394
2276	1892	8396
1518	4773	8397
1854	2522	8400
2149	1065	8401
764	172	8402
1901	1579	8404
730	779	8404
1901	684	8405
1071	3205	8406
1169	4599	8409
133	3751	8412
463	5479	8415
1641	4182	8425
1497	4038	8428
298	2271	8430
223	3942	8434
761	4288	8439
1176	1065	8441
761	5384	8441
1176	5384	8442
761	1065	8443
492	779	8456
1831	2662	8458
464	4590	8458
32	420	8463
1595	1350	8464
1914	1446	8474
1831	122	8482
792	4997	8483
1898	1819	8486
1342	4208	8487
2216	1065	8487
101	296	8492
301	4918	8494
487	473	8494
1940	67	8504
761	3635	8505
1467	67	8506
1176	3635	8508
314	5322	8508
94	2827	8516
1234	3612	8527
1234	456	8528
1701	4208	8530
1208	4144	8535
1234	2206	8541
1901	491	8541
1208	4832	8544
2046	5217	8545
1268	1328	8550
780	2609	8553
1720	426	8554
752	4617	8556
250	1755	8558
687	1451	8559
1268	1141	8565
2292	1446	8572
1325	1228	8577
1208	660	8598
1649	2822	8601
1922	5423	8616
1722	342	8617
692	1380	8636
1262	4160	8639
730	5550	8717
1164	3760	8740
2044	3714	8828
393	1278	9064
1540	2091	9064
1922	3564	9066
1922	3732	9067
1922	1141	9068
133	5020	9097
1922	4364	9100
1922	534	9100
517	639	9103
1922	4627	9111
730	1004	9128
1595	1350	9132
1901	3302	9160
1447	4251	9163
314	4408	9170
1268	1328	9187
1071	1111	9211
522	3329	9219
311	608	9235
1742	5019	9235
1189	2793	9242
585	2084	9256
2239	2492	9291
372	1626	9299
1325	1023	9333
2110	4599	9355
2239	1749	9357
2239	4609	9358
1071	896	9370
2292	2414	9377
1788	4410	9379
54	4560	9384
1447	1177	9387
1995	4395	9388
1846	1422	9391
1176	2262	9395
1244	2848	9397
752	1995	9397
298	223	9400
1954	4532	9410
761	269	9416
1766	1386	9417
27	1782	9420
477	4617	9424
1479	3164	9428
726	3516	9431
1237	3869	9432
40	3232	9442
95	320	9448
2044	3301	9461
1701	4418	9462
1780	356	9467
1792	2720	9471
1237	3438	9473
1176	3422	9477
286	666	9494
1237	2570	9500
463	146	9501
126	2257	9505
1217	4581	9508
262	4560	9524
1634	2998	9540
1176	5129	9550
1389	3268	9553
463	4439	9553
54	5516	9554
726	4675	9574
1176	630	9582
169	1446	9585
1170	2058	9593
262	4250	9597
1614	2941	9606
95	1756	9610
294	5252	9623
1092	3068	9656
433	2732	9656
1170	5288	9671
1036	1376	9690
876	1116	9720
271	51	9725
681	5486	9729
433	4205	9735
183	871	9747
183	871	9747
206	3968	9755
792	983	9766
258	4560	9769
95	5129	9771
792	367	9779
492	1339	9785
595	2999	9785
1447	3171	9785
133	4306	9785
145	2157	9787
1837	4400	9790
761	3207	9793
594	2249	9793
169	4782	9798
298	3097	9798
95	5557	9801
1798	484	9802
1798	2426	9803
761	5557	9803
780	5511	9804
1595	1329	9804
212	3892	9805
133	3927	9821
223	438	9825
384	1120	9826
1766	826	9830
595	13	9835
630	3777	9840
687	1490	9840
314	3004	9840
2209	2030	9842
40	5292	9845
828	1172	9846
876	727	9849
1497	1647	9853
723	5168	9854
780	3559	9856
1010	1440	9856
1520	4507	9859
950	2243	9860
40	3020	9863
1976	4284	9864
20	2100	9865
1279	3068	9874
487	5513	9876
1164	197	9880
1051	2913	9880
1901	4741	9886
905	3017	9887
2112	4356	9890
1933	4538	9896
2090	4011	9897
1722	5056	9901
1701	4283	9906
693	3710	9910
1595	5228	9920
101	266	9925
169	3043	9929
2108	1258	9933
1901	1328	9935
950	3304	9943
1901	4506	9945
1427	4356	9946
862	5348	9949
546	4306	9967
1268	1328	9967
1901	660	9968
1325	5384	9970
1268	5399	9975
1325	3612	9975
1164	3760	9976
2044	3910	9983
1577	3300	9990
1831	282	10033
1325	2290	10072
1164	708	10074
1798	4416	10150
854	144	10175
681	3304	10191
701	493	10347
110	5454	10400
510	2284	10525
1447	3044	10553
463	4439	10575
2070	5472	10594
1577	3483	10596
1447	4251	10599
2239	1749	10622
2239	2492	10635
314	4408	10714
2070	4197	10716
32	1696	10742
905	3957	10771
32	1069	10772
32	1015	10784
675	4621	10813
1703	595	10823
1176	621	10830
1234	1548	10835
1950	4001	10837
1237	5036	10837
1390	2685	10841
67	106	10842
1995	2483	10845
1766	2336	10846
1786	4463	10852
758	4621	10853
522	332	10855
780	672	10863
1494	3478	10872
1703	354	10874
862	2609	10875
1901	1471	10878
905	2194	10890
1447	5576	10899
1682	2665	10911
1051	5559	10914
433	1704	10929
1526	2902	10952
2236	939	10954
32	2414	10968
49	5129	10985
1213	1730	10986
1217	5102	10986
1389	1288	10995
311	608	11002
343	4794	11004
2292	4186	11008
2292	4186	11008
39	754	11012
1884	484	11014
2292	2564	11067
1914	1936	11070
1914	1936	11070
2249	150	11091
876	4515	11094
1176	5129	11094
876	3265	11105
876	3265	11105
314	1742	11111
95	5129	11120
876	430	11122
1520	2848	11130
1901	3072	11144
40	1851	11162
1884	983	11163
1993	1387	11163
2089	3302	11166
1780	356	11169
1323	5507	11171
128	3037	11175
1831	3564	11175
1901	500	11175
1614	1180	11183
95	3182	11188
393	4410	11192
258	4560	11192
1530	1661	11196
110	4622	11200
110	1470	11210
133	2611	11219
1939	5455	11229
1901	4288	11236
1884	2066	11236
2236	4333	11240
271	5558	11244
95	5269	11246
95	5269	11246
477	778	11247
428	1582	11249
594	5463	11251
363	5576	11256
574	396	11264
2277	5101	11264
595	4176	11268
2205	2787	11271
792	0	11273
1434	1796	11276
209	2787	11285
579	4176	11286
311	1678	11288
294	5589	11290
1614	204	11296
1530	3976	11298
2070	4116	11299
110	3747	11301
492	3037	11310
1577	3907	11314
225	188	11315
1577	3907	11317
1268	1328	11320
428	309	11331
126	4037	11331
2280	3732	11335
630	5516	11356
1116	1992	11357
1116	2365	11365
876	2345	11366
1595	1350	11366
1261	2452	11367
475	2107	11380
2253	4244	11381
876	2787	11382
1366	5234	11384
1884	954	11422
428	2956	11436
1780	3302	11443
693	4166	11466
1323	3182	11469
1901	1013	11473
1901	3694	11475
1234	4257	11529
1268	1529	11538
428	2634	11544
1884	1796	11547
693	1737	11551
101	3151	11554
1253	2822	11555
314	1447	11567
1771	4707	11577
812	1415	11577
1268	1400	11586
1884	5168	11615
1914	3304	11624
1486	4779	11627
1884	2779	11629
1268	1014	11656
115	594	11764
110	3304	11786
1884	4902	11822
115	1858	11830
701	523	11839
1389	5479	11919
1922	3564	11946
1922	3732	11947
298	3302	12025
2292	3302	12026
1505	779	12037
203	2432	12053
126	1825	12061
463	4439	12089
916	623	12092
433	5107	12105
12	160	12133
653	4685	12138
2191	5015	12143
1318	2944	12144
1036	2680	12153
1995	5005	12167
209	1925	12171
223	3942	12176
1100	258	12185
128	251	12197
1825	830	12201
1551	66	12206
1447	4116	12226
1520	258	12227
1516	4938	12232
1516	2051	12233
1516	4938	12233
1513	3783	12245
1237	4569	12249
343	1373	12253
145	5281	12258
54	911	12262
1574	2851	12284
1792	3920	12298
1551	4590	12299
1169	4299	12305
2090	5291	12327
167	3659	12333
1447	1221	12336
692	5253	12350
203	3570	12350
1071	155	12361
1071	4313	12373
487	1696	12373
1051	3168	12375
692	500	12379
905	4417	12381
1879	4729	12382
318	4463	12382
692	1756	12383
1901	660	12387
1838	4160	12398
1032	4657	12400
459	5325	12402
1318	5454	12404
1792	4943	12405
117	5486	12407
1051	2088	12419
585	2887	12422
95	638	12430
1479	3916	12433
1950	3413	12441
1492	251	12441
1950	3413	12441
692	2309	12454
1520	1071	12459
1068	1626	12462
641	162	12465
1788	4298	12467
1034	3226	12470
546	4188	12475
1427	2262	12477
1876	4042	12477
117	4438	12481
174	438	12483
1447	3021	12493
1032	4243	12495
2144	5096	12504
477	1768	12506
1169	983	12519
464	4303	12520
95	1537	12520
1884	1680	12525
780	3627	12526
209	594	12529
1837	4658	12545
492	4460	12549
1739	3714	12555
1601	3807	12557
594	1446	12559
1447	3605	12564
1169	4356	12568
174	1069	12568
40	5235	12570
1641	3363	12577
1268	2677	12583
1854	638	12584
95	282	12589
1325	2887	12589
2125	2856	12593
1722	4801	12603
1901	2743	12615
1901	2543	12620
2126	4954	12621
1213	1652	12625
145	400	12629
1901	5454	12632
1901	88	12632
314	878	12637
110	3816	12637
183	983	12637
183	1341	12638
2205	4208	12640
1939	5415	12645
477	2897	12656
314	838	12663
574	4001	12669
1792	3724	12675
2108	238	12676
1136	1074	12680
1526	317	12681
1914	1212	12692
1934	4693	12698
1486	272	12700
693	4675	12709
225	4061	12709
32	1069	12711
1767	5198	12715
701	2422	12719
1722	3068	12723
1933	1589	12739
1701	2856	12740
1010	1440	12743
459	3897	12744
1479	2862	12750
1703	1748	12752
1434	5046	12754
223	3897	12755
2079	1069	12762
1752	3731	12769
431	2369	12776
2216	1065	12778
487	901	12779
32	3089	12781
183	3921	12783
209	1846	12792
792	727	12799
1954	2834	12804
115	4072	12806
258	225	12809
428	887	12820
2216	2674	12820
1234	5046	12846
1136	4441	12866
916	4954	12873
517	1857	12885
294	4038	12894
2044	2827	12915
752	2271	12962
0	1337	12982
826	2674	12997
2104	2701	13035
1914	2481	13065
903	2913	13070
1325	3183	13071
1253	1564	13085
792	207	13105
1325	3612	13158
393	1675	13166
1227	2809	13230
115	4257	13282
1922	3732	13383
1922	1141	13383
110	2790	13388
1240	3413	13405
905	3017	13421
705	2881	13487
876	5107	13499
1313	3302	13518
258	3897	13520
258	980	13537
2292	1796	13547
1879	5576	13551
1253	1768	13566
1253	1768	13566
2252	4744	13588
1526	5354	13592
1601	879	13614
1701	1588	13636
510	5064	13639
393	3238	13643
1268	497	13654
67	4500	13655
2061	2361	13686
487	5513	13688
67	867	13688
133	4448	13689
1742	5019	13696
1742	4113	13696
335	3394	13698
343	4794	13710
386	4432	13712
386	4432	13712
54	3032	13719
2239	585	13725
134	2334	13728
940	4486	13745
1703	1040	13750
1634	1229	13750
1729	636	13765
1323	5559	13772
1497	3776	13773
1497	3776	13773
1051	5096	13774
1601	1096	13775
1434	2020	13780
1237	2712	13788
1901	2385	13790
54	5558	13791
174	2147	13796
867	864	13801
1169	1852	13801
212	1476	13804
223	1799	13811
324	1051	13815
384	475	13824
1595	1350	13828
2110	5390	13828
463	4290	13830
1036	4288	13832
2134	1286	13834
117	1867	13836
821	5276	13840
251	2970	13847
271	2414	13848
2252	4006	13857
916	623	13865
1595	867	13867
145	493	13878
209	1846	13882
446	1278	13883
1729	5486	13887
209	500	13894
761	493	13898
1434	678	13907
1213	3331	13908
384	282	13912
1325	983	13912
40	1879	13914
110	1186	13917
67	3516	13921
1595	3028	13921
2022	4970	13921
477	1768	13923
477	1768	13923
271	2948	13927
2252	5559	13929
117	3542	13931
2236	2340	13945
206	4089	13954
590	143	13955
1819	591	13973
314	1916	13974
1237	983	13979
594	983	13979
1601	1680	13982
1136	1321	13983
271	901	13987
271	901	13988
1237	2828	13993
1601	904	14002
1601	5107	14004
1479	456	14007
393	3223	14009
848	1937	14010
209	4801	14019
1237	879	14019
439	3172	14020
1318	1867	14023
487	163	14030
1479	2674	14031
1933	2943	14041
428	1879	14041
54	4514	14044
1229	4801	14052
1036	3059	14063
1819	5275	14067
2125	5492	14069
95	5129	14070
594	4262	14072
492	2727	14073
1318	4801	14080
130	3308	14084
1950	183	14090
135	4288	14091
701	4632	14097
2125	675	14098
487	2363	14101
1879	5024	14102
1325	4801	14102
1434	438	14105
1176	2484	14106
1543	3932	14112
1213	2059	14116
1819	3043	14117
1595	2245	14117
1950	203	14120
780	1841	14121
1479	4288	14122
1939	5455	14124
1759	3465	14125
1176	4809	14127
1901	867	14129
314	5322	14129
1100	2015	14131
651	718	14131
298	4288	14133
298	4801	14136
1434	4257	14140
54	1206	14143
258	2884	14143
1884	4270	14146
49	1713	14147
1934	2609	14157
1253	5300	14157
209	5575	14158
313	4083	14162
641	2924	14164
752	680	14164
1405	4129	14165
664	4846	14180
1732	4801	14183
1939	2856	14185
1249	3691	14186
1513	28	14189
492	4993	14190
1268	2760	14194
1325	5558	14194
1819	727	14195
294	3182	14196
209	695	14200
223	2414	14200
209	1494	14200
1036	1050	14201
126	864	14206
1217	2612	14208
209	5585	14209
384	3897	14212
1176	658	14214
54	5516	14215
1051	4628	14220
1479	4801	14221
1995	2363	14232
133	3261	14232
1595	1807	14235
145	2834	14240
223	901	14246
2044	3760	14251
2253	1009	14256
1237	399	14259
1043	1796	14262
225	2600	14266
1447	4503	14267
792	5113	14273
1170	438	14279
1901	5106	14279
1901	1796	14281
384	2984	14293
2205	3361	14294
314	3658	14295
1933	9	14299
1434	4116	14302
780	938	14308
1914	2162	14308
225	206	14310
1879	5322	14312
145	3752	14323
294	5313	14334
590	1247	14336
1901	4283	14338
1771	3900	14348
477	3325	14349
2046	3890	14352
692	1228	14356
1325	5149	14357
693	3897	14364
1071	733	14369
110	1363	14371
314	1481	14375
1954	901	14380
1976	5005	14394
1325	2404	14432
1954	1108	14463
950	2956	14485
1975	4849	14514
1164	3591	14531
1595	1350	14534
1921	5014	14554
2119	983	14591
1389	3701	14602
903	3304	14699
1780	3302	14715
1390	5089	14842
1898	3934	14901
1898	5479	14913
126	2388	14938
1240	3345	14938
126	2889	14940
2292	2284	14952
1819	2123	14960
2070	1295	14969
765	5426	14970
579	4017	14975
1313	4680	14989
1253	1768	15003
2022	559	15006
2292	1446	15008
384	2902	15012
1742	2889	15027
765	916	15036
761	3752	15057
1601	2523	15066
2292	438	15073
